CustomerID,Price,Frequency,Basket_Size,Recency,Amount_Spent_per_Visit
15628,2870.24,9,210,4,318.92
15630,1186.35,2,400,45,593.17
15632,3285.31,8,263,15,410.66
15634,243.55,1,99,17,243.55
15636,724.76,2,142,89,362.38
15637,223.36,1,128,52,223.36
15639,425.32,1,323,134,425.32
15640,12515.66,15,440,4,834.38
15641,1887.2,4,390,105,471.8
15643,664,3,82,191,221.33
15644,813,4,139,166,203.25
15645,611.59,1,255,18,611.59
15646,447.64,3,131,157,149.21
15648,657.35,2,110,204,328.68
15649,816,2,96,336,408
15651,646.3,3,159,36,215.43
15652,337.74,1,208,91,337.74
15653,877.44,2,600,92,438.72
15654,922.53,2,237,9,461.26
15655,560.67,1,324,243,560.67
15656,748.5,4,85,45,187.12
15657,30,1,24,22,30
15658,1024.1,5,48,190,204.82
15659,306.45,1,111,43,306.45
15660,1600.86,9,116,25,177.87
15661,309.8,2,118,317,154.9
15663,138.14,1,106,106,138.14
15664,386.43,1,157,50,386.43
15665,2242.01,2,833,168,1121
15667,301.32,1,240,39,301.32
15668,76.32,1,72,217,76.32
15669,684.34,4,85,40,171.08
15670,173.05,1,91,296,173.05
15671,2657.13,7,242,18,379.59
15673,2881.02,4,378,88,720.25
15674,2111.89,4,318,73,527.97
15675,323.69,3,175,81,107.9
15676,3435.76,3,750,18,1145.25
15677,657.23,1,319,49,657.23
15678,352.7,1,184,52,352.7
15679,781.28,4,292,24,195.32
15680,1333.68,3,317,9,444.56
15681,1426.16,5,163,25,285.23
15683,193.75,1,131,117,193.75
15687,2993.1,9,145,8,332.57
15689,254.1,2,42,119,127.05
15690,239.76,2,204,4,119.88
15691,136.8,1,72,252,136.8
15692,191.04,1,138,28,191.04
15694,6464.4,13,128,0,497.26
15695,409.98,2,106,266,204.99
15696,2736.46,8,128,33,342.06
15699,309.65,1,113,17,309.65
15700,696.68,2,178,172,348.34
15701,1542.14,4,230,2,385.53
15703,211.5,1,66,264,211.5
15704,2293.62,4,257,140,573.4
15705,143.1,1,62,201,143.1
15706,1060.56,4,80,63,265.14
15707,945.58,4,151,35,236.39
15708,3364.24,7,181,40,480.61
15709,133.25,1,121,283,133.25
15712,1072.36,5,97,9,214.47
15713,356.7,2,75,143,178.35
15714,330.88,2,93,11,165.44
15716,1118.81,4,186,145,279.7
15717,150.3,1,70,234,150.3
15719,5043.96,13,209,32,388
15720,598.73,1,281,24,598.73
15721,507.08,1,409,11,507.08
15722,2222.56,5,205,35,444.51
15723,203.1,1,87,364,203.1
15724,218.25,2,36,201,109.12
15725,415.25,1,221,15,415.25
15727,5178.96,7,437,16,739.85
15729,85,1,28,212,85
15730,1120.88,3,229,65,373.63
15732,294.12,2,107,212,147.06
15733,162.3,1,62,282,162.3
15734,1339.45,2,173,114,669.73
15737,1205.12,8,74,14,150.64
15738,4812.42,16,186,18,300.78
15739,449.12,1,472,66,449.12
15740,154.88,1,152,49,154.88
15743,784.46,4,54,16,196.11
15744,34.8,1,120,77,34.8
15745,1094.59,4,105,19,273.65
15746,196.88,1,178,134,196.88
15747,974.04,3,160,12,324.68
15748,149.31,1,51,40,149.31
15749,44534.3,3,6009,235,14844.77
15750,2465.48,8,223,2,308.18
15752,2637.38,7,282,39,376.77
15753,79.2,1,144,304,79.2
15754,458.57,3,66,51,152.86
15755,2364.25,6,237,10,394.04
15756,532.96,4,60,61,133.24
15757,714.42,2,245,65,357.21
15758,205.25,1,47,24,205.25
15759,253.04,3,20,218,84.35
15762,583.75,2,125,65,291.88
15763,1086.92,2,135,31,543.46
15764,3279.97,6,341,88,546.66
15766,315.06,1,170,64,315.06
15768,621.83,3,81,115,207.28
15769,56252.72,26,1141,7,2163.57
15773,635.68,1,311,5,635.68
15774,270.8,1,87,68,270.8
15775,104.9,1,68,245,104.9
15776,241.62,1,138,133,241.62
15777,1047.11,4,94,241,261.78
15780,475.28,3,73,183,158.43
15781,345.46,3,60,25,115.15
15782,2614.74,3,288,9,871.58
15783,246.3,1,212,10,246.3
15785,2328.97,5,322,32,465.79
15786,4932.2,3,1121,46,1644.07
15787,948.05,3,180,26,316.02
15789,351.3,1,438,358,351.3
15790,220.85,1,114,10,220.85
15791,1612.69,2,365,43,806.34
15793,965.61,3,184,14,321.87
15795,610.01,1,581,149,610.01
15796,2710.56,8,107,1,338.82
15797,2192.4,3,290,113,730.8
15799,884.14,3,318,75,294.71
15800,699.08,2,167,107,349.54
15801,1063.95,3,190,46,354.65
15803,415.82,1,290,51,415.82
15804,4206.39,13,197,0,323.57
15805,5528.48,17,199,23,325.2
15806,784.58,3,200,46,261.53
15807,903.9,3,143,50,301.3
15808,3734.97,4,335,306,933.74
15809,515.77,5,60,36,103.15
15810,1391.98,4,215,78,347.99
15811,2218.62,6,178,22,369.77
15812,1801.14,5,184,107,360.23
15813,1303.91,2,301,207,651.95
15814,1945.33,4,317,16,486.33
15815,2100.6,5,371,63,420.12
15819,1905.45,4,339,49,476.36
15820,206.98,1,128,319,206.98
15821,570.96,2,101,44,285.48
15822,885.47,2,187,3,442.73
15825,532.94,1,220,172,532.94
15826,1654.31,3,321,56,551.44
15827,1836.09,14,63,73,131.15
15829,636.14,2,498,99,318.07
15830,576,1,415,37,576
15831,801.76,3,368,58,267.25
15832,836.79,1,465,254,836.79
15834,2231.25,4,240,70,557.81
15835,954.09,4,109,44,238.52
15836,137.37,1,26,50,137.37
15837,391.98,1,189,64,391.98
15838,33643.08,19,966,11,1770.69
15839,1048.49,3,225,33,349.5
15840,355.56,2,198,58,177.78
15841,1224.06,4,235,72,306.01
15843,118.95,1,27,303,118.95
15844,130.74,1,134,46,130.74
15845,3711.77,8,240,17,463.97
15847,389.27,2,224,38,194.63
15850,238.85,2,151,19,119.42
15852,160.71,2,24,186,80.36
15853,110.8,1,135,51,110.8
15854,2974.65,12,78,4,247.89
15855,712.24,5,94,136,142.45
15856,16386.31,27,407,4,606.9
15857,297,1,308,18,297
15858,1438.85,5,233,15,287.77
15860,977.21,8,55,40,122.15
15861,3165.36,8,318,12,395.67
15862,832.88,4,146,8,208.22
15863,68.84,2,9,25,34.42
15864,1936.32,6,198,22,322.72
15865,895.13,3,122,40,298.38
15866,230.53,1,126,101,230.53
15867,3806.1,15,136,5,253.74
15869,149.64,2,87,277,74.82
15870,354.09,1,335,32,354.09
15872,360.93,2,106,14,180.46
15874,4405.88,7,362,63,629.41
15877,493.28,2,185,1,246.64
15880,343.28,1,211,369,343.28
15881,501.39,5,52,312,100.28
15882,514.08,4,66,198,128.52
15883,396.48,2,111,2,198.24
15885,349.35,1,109,93,349.35
15886,181.09,1,147,60,181.09
15888,162.64,1,67,80,162.64
15889,427.57,2,104,156,213.78
15891,521.97,1,441,226,521.97
15894,262.9,2,83,253,131.45
15895,179.17,1,94,149,179.17
15897,222.05,2,130,194,111.03
15898,1388.88,5,114,1,277.78
15899,56.25,1,39,368,56.25
15900,351.11,1,221,23,351.11
15901,361.9,3,125,16,120.63
15903,5126.76,7,344,9,732.39
15904,164.68,1,84,8,164.68
15906,1567.69,7,77,19,223.96
15907,966.6,3,169,3,322.2
15909,191.94,1,98,173,191.94
15910,1232.18,8,126,0,154.02
15912,264.62,2,92,178,132.31
15916,1528.09,8,94,16,191.01
15917,123.1,1,42,247,123.1
15918,334.23,2,76,190,167.11
15919,639.89,2,272,19,319.94
15920,163.55,3,31,154,54.52
15921,336.03,1,166,172,336.03
15922,369.5,1,138,373,369.5
15923,127.08,1,122,372,127.08
15925,207.15,1,93,194,207.15
15930,426.63,1,139,67,426.63
15932,2495.87,8,290,4,311.98
15933,1107.46,3,295,21,369.15
15935,108.04,1,114,239,108.04
15937,145.35,1,73,64,145.35
15938,404.58,5,48,112,80.92
15939,6100.01,14,337,89,435.71
15940,35.8,1,4,311,35.8
15942,337.44,1,232,133,337.44
15944,325.1,1,50,276,325.1
15945,181,1,52,365,181
15947,1708.24,1,898,82,1708.24
15948,955.24,2,283,8,477.62
15949,364.72,2,142,16,182.36
15950,1765.51,4,182,31,441.38
15951,708.22,2,156,8,354.11
15952,806.57,4,99,33,201.64
15953,1659.38,8,111,15,207.42
15955,4416.26,14,152,24,315.45
15957,428.89,1,211,31,428.89
15958,104.35,1,33,74,104.35
15963,470.76,2,149,19,235.38
15965,845.64,4,113,17,211.41
15967,418.83,2,105,23,209.41
15969,666.1,3,41,2,222.03
15970,314.1,1,116,303,314.1
15971,4194.9,12,143,17,349.57
15973,307.82,1,106,366,307.82
15974,3442.15,7,323,39,491.74
15975,371.01,1,243,84,371.01
15976,430.94,2,138,165,215.47
15977,1054.73,2,508,17,527.36
15978,1098.78,1,888,77,1098.78
15980,2398.86,3,520,88,799.62
15981,3408.48,8,233,24,426.06
15983,1475.02,4,223,22,368.75
15984,2837.67,10,184,2,283.77
15985,1142.42,2,543,123,571.21
15986,168.12,1,268,30,168.12
15987,1451.28,7,222,12,207.33
15988,158.03,1,181,19,158.03
15990,792.11,2,221,44,396.05
15992,41.99,1,17,3,41.99
15993,2788.87,7,292,8,398.41
15994,427.07,1,177,54,427.07
15996,1060.68,6,64,88,176.78
15998,3089.97,5,408,36,617.99
16000,12393.7,3,1703,2,4131.23
16003,2735.37,5,237,29,547.07
16005,615.39,4,75,12,153.85
16006,101.4,1,84,211,101.4
16007,1701.94,4,348,47,425.48
16008,478.78,3,107,23,159.59
16009,992.71,4,94,22,248.18
16010,407.5,3,70,245,135.83
16011,3362.71,16,127,8,210.17
16012,1415.29,3,266,35,471.76
16013,37130.6,47,330,3,790.01
16014,662.38,3,88,37,220.79
16015,705.1,3,302,3,235.03
16016,1508.76,8,77,3,188.59
16017,211.88,1,102,47,211.88
16018,408.9,2,95,39,204.45
16019,3786.24,9,192,46,420.69
16020,851.01,3,162,16,283.67
16022,628.28,1,261,260,628.28
16023,719.81,3,119,46,239.94
16024,245.96,1,378,12,245.96
16025,439.66,1,338,29,439.66
16026,236.09,1,243,43,236.09
16027,934.62,6,191,91,155.77
16029,72882.09,62,648,38,1175.52
16030,331.24,1,283,309,331.24
16031,548.94,2,211,92,274.47
16033,8816.4,20,176,5,440.82
16034,437.7,3,80,196,145.9
16036,758.92,2,358,87,379.46
16037,855.02,3,142,269,285.01
16038,471.78,3,81,7,157.26
16040,1313.55,3,228,65,437.85
16041,3166.4,3,528,30,1055.47
16042,1197.27,5,151,22,239.45
16043,773.99,4,125,37,193.5
16045,1340.7,4,224,119,335.18
16048,256.44,2,72,373,128.22
16049,1111.79,3,264,40,370.6
16050,137.9,1,278,173,137.9
16052,362.06,1,282,54,362.06
16053,1511.95,2,896,32,755.97
16054,783.9,1,380,145,783.9
16055,134.8,1,22,220,134.8
16056,664.85,1,347,45,664.85
16057,2263.12,7,123,16,323.3
16059,1459.86,6,107,65,243.31
16062,1153.62,4,200,9,288.4
16063,335.32,1,262,260,335.32
16065,372.09,1,231,365,372.09
16066,1521.87,5,187,16,304.37
16070,852.15,2,228,22,426.08
16071,326.24,1,180,44,326.24
16072,584.32,1,140,288,584.32
16073,122.4,1,48,297,122.4
16076,2234.73,10,143,3,223.47
16078,79.2,1,16,283,79.2
16079,1352,3,288,16,450.67
16080,217.16,2,64,81,108.58
16081,2806.9,5,295,56,561.38
16083,1317.62,2,454,100,658.81
16084,436.18,1,216,299,436.18
16085,981.51,5,127,23,196.3
16086,1121.39,5,102,59,224.28
16091,315.06,2,77,154,157.53
16092,817.86,3,209,114,272.62
16093,17,1,20,106,17
16094,1078.23,4,161,11,269.56
16096,320.62,1,155,264,320.62
16097,185.05,1,87,240,185.05
16098,2005.63,7,87,87,286.52
16099,731.9,3,144,50,243.97
16101,1290.7,1,757,70,1290.7
16102,1842.14,3,314,42,614.05
16103,1429.64,6,93,7,238.27
16104,302.36,1,123,61,302.36
16105,336.96,1,330,248,336.96
16106,108.38,1,74,65,108.38
16107,3204.16,7,168,17,457.74
16108,842.5,1,615,84,842.5
16109,611.88,2,306,218,305.94
16110,1337.48,3,244,45,445.83
16112,195.74,4,143,143,48.94
16113,161.38,1,176,183,161.38
16114,135.75,1,43,170,135.75
16115,1667.97,8,125,9,208.5
16116,612.78,1,248,211,612.78
16117,232.21,1,130,189,232.21
16119,423.36,2,120,8,211.68
16120,1309.14,4,219,59,327.28
16121,867.11,2,293,57,433.55
16122,684.42,4,282,73,171.1
16123,307.78,1,170,51,307.78
16124,249,1,48,317,249
16125,289.35,1,124,367,289.35
16126,6287.77,4,531,29,1571.94
16127,656.25,1,323,39,656.25
16128,1880.22,5,197,17,376.04
16131,3506.54,6,300,51,584.42
16133,14589.04,33,269,3,442.09
16134,618.09,2,185,21,309.04
16135,517.55,1,209,262,517.55
16136,709.38,3,146,59,236.46
16139,635.41,3,110,18,211.8
16140,725.18,2,365,65,362.59
16141,620.4,1,238,88,620.4
16142,535.34,1,422,249,535.34
16143,2424.94,6,153,3,404.16
16144,175.2,1,16,246,175.2
16145,3799.49,11,283,8,345.41
16146,734.13,3,142,157,244.71
16147,375,1,246,133,375
16148,76.32,1,72,296,76.32
16149,280.52,2,154,4,140.26
16150,2053.02,5,209,42,410.6
16152,1829.04,1,642,268,1829.04
16153,1824.23,5,214,49,364.85
16156,3122.04,9,145,8,346.89
16157,656.69,3,115,15,218.9
16159,348.2,1,236,281,348.2
16160,1025.44,2,581,65,512.72
16161,5575.56,19,136,1,293.45
16162,37.4,1,4,252,37.4
16163,856.6,2,96,232,428.3
16164,822.48,3,144,17,274.16
16168,3787.6,27,70,10,140.28
16169,1822.97,4,331,8,455.74
16170,1885.05,6,295,50,314.17
16171,73.2,1,24,59,73.2
16172,1140.21,5,157,95,228.04
16173,1418.32,6,95,15,236.39
16174,1009.55,3,217,126,336.52
16175,1037.59,4,133,94,259.4
16177,331.95,1,95,50,331.95
16178,197.9,1,94,138,197.9
16179,215.83,1,99,60,215.83
16180,10254.18,8,733,100,1281.77
16181,305.54,1,152,73,305.54
16182,6617.65,4,947,72,1654.41
16183,338.71,1,113,67,338.71
16184,1158.79,6,93,64,193.13
16185,529.41,2,130,16,264.7
16186,4006.94,12,251,22,333.91
16187,6911.44,15,336,31,460.76
16188,981.86,4,195,44,245.46
16189,215.48,2,67,15,107.74
16190,215.08,1,88,40,215.08
16191,5180.52,13,257,2,398.5
16193,314.45,1,219,236,314.45
16198,400.68,1,128,75,400.68
16200,1080.62,2,261,4,540.31
16201,1863.47,4,321,3,465.87
16202,365.27,1,191,360,365.27
16203,592.9,4,65,58,148.22
16204,405.71,1,231,23,405.71
16205,754.78,4,128,30,188.69
16206,537.06,4,68,54,134.27
16207,394.38,1,140,25,394.38
16208,664.26,2,166,44,332.13
16209,2262.62,5,235,88,452.52
16210,21076.3,17,444,1,1239.78
16211,547.02,1,154,88,547.02
16212,690.34,2,122,19,345.17
16213,159,1,48,78,159
16214,1062.75,3,140,170,354.25
16215,242.35,1,104,80,242.35
16216,914.93,1,254,267,914.93
16217,304.25,2,45,235,152.12
16218,3084.68,7,298,29,440.67
16221,864.86,3,239,36,288.29
16222,846.72,1,365,318,846.72
16224,1295.3,4,279,57,323.82
16225,1096.32,5,98,44,219.26
16226,255.12,3,64,203,85.04
16227,314.22,1,90,225,314.22
16229,1010.6,2,159,87,505.3
16230,542.03,2,182,189,271.02
16232,990.88,4,137,43,247.72
16233,536.68,3,58,71,178.89
16235,857.31,4,82,40,214.33
16236,432.2,1,184,78,432.2
16239,414.2,2,114,56,207.1
16240,3718.8,2,820,24,1859.4
16241,2607.87,13,111,9,200.61
16242,3603.21,7,283,8,514.74
16243,409.1,2,55,33,204.55
16244,1522.75,2,427,211,761.37
16245,1413.66,3,338,23,471.22
16247,114.56,1,182,170,114.56
16248,152.94,1,78,61,152.94
16249,1800.07,5,190,52,360.01
16250,389.44,2,104,261,194.72
16253,3683.86,2,1616,66,1841.93
16255,2619.91,8,220,16,327.49
16256,752.43,1,581,266,752.43
16257,21.95,1,1,176,21.95
16258,5203.51,5,598,45,1040.7
16260,1035.45,1,311,50,1035.45
16261,746.83,4,76,17,186.71
16265,5347,9,293,9,594.11
16266,861.89,7,56,73,123.13
16268,617.65,2,266,71,308.82
16270,1141.24,1,688,353,1141.24
16271,1414.24,4,259,15,353.56
16272,411.7,1,224,116,411.7
16274,337.75,1,153,373,337.75
16275,559.87,1,336,196,559.87
16276,810.6,1,420,176,810.6
16278,566.38,1,114,100,566.38
16279,1509.58,3,351,21,503.19
16281,2062.06,1,934,72,2062.06
16282,168.3,1,114,339,168.3
16283,1569.11,5,246,5,313.82
16284,823.97,2,272,31,411.98
16287,142.5,1,298,169,142.5
16292,302.25,1,191,121,302.25
16293,2248.99,10,98,21,224.9
16295,1328.55,4,210,9,332.14
16297,301.9,1,206,268,301.9
16298,598.2,3,66,22,199.4
16302,233.22,1,158,126,233.22
16303,5360.63,3,886,25,1786.88
16305,361.22,1,256,138,361.22
16306,632.27,6,81,213,105.38
16308,2560,4,2000,37,640
16309,706.57,2,233,106,353.28
16311,616.26,2,197,17,308.13
16313,274.15,2,82,3,137.08
16315,226.37,1,75,330,226.37
16316,2938.91,8,185,64,367.36
16317,1341.65,3,296,119,447.22
16318,328.15,1,199,35,328.15
16319,404.4,1,72,217,404.4
16320,1038.46,2,366,172,519.23
16321,373.65,5,27,72,74.73
16322,326.75,2,115,1,163.37
16323,207.5,1,50,196,207.5
16324,428.68,3,94,128,142.89
16325,594.24,3,64,46,198.08
16326,3110.96,14,50,5,222.21
16327,3813.62,6,422,14,635.6
16330,251.91,3,49,17,83.97
16332,1593.2,7,114,28,227.6
16333,26626.8,22,1462,7,1210.31
16337,151.05,1,87,36,151.05
16338,214.8,1,94,157,214.8
16339,109.95,1,23,284,109.95
16340,549.07,1,501,107,549.07
16341,1971.87,4,349,24,492.97
16342,322.41,4,39,75,80.6
16343,370.48,2,97,16,185.24
16344,101.1,1,18,158,101.1
16345,575.41,1,289,44,575.41
16347,887.65,2,176,11,443.82
16348,1467.11,7,116,32,209.59
16349,53.5,1,9,290,53.5
16350,1116.47,4,136,21,279.12
16351,153.9,1,90,332,153.9
16352,494.44,2,150,17,247.22
16353,6675.71,23,87,3,290.25
16354,395.8,2,75,63,197.9
16356,211.77,3,31,197,70.59
16357,658.88,3,82,33,219.63
16358,2027.5,4,325,1,506.87
16359,1750.92,9,131,7,194.55
16360,3512.53,6,357,4,585.42
16361,896.66,4,105,9,224.16
16362,734.77,5,70,32,146.95
16363,109.36,1,52,53,109.36
16364,707.04,2,140,11,353.52
16365,1540.42,9,56,17,171.16
16366,327.3,1,256,18,327.3
16367,804.49,2,323,37,402.24
16368,497.43,2,130,2,248.71
16369,1551.58,3,343,18,517.19
16370,1320.56,4,161,82,330.14
16372,367.93,2,83,33,183.96
16374,465.08,2,119,66,232.54
16376,987.01,2,347,8,493.5
16377,676.2,1,1500,267,676.2
16378,362.95,3,89,247,120.98
16379,2157.4,4,352,4,539.35
16380,1780.59,1,1524,61,1780.59
16383,668.36,2,237,74,334.18
16384,584.5,2,130,89,292.25
16385,555.89,3,87,60,185.3
16386,317.2,2,112,28,158.6
16387,94.36,1,44,322,94.36
16389,1382.07,4,310,53,345.52
16392,221.19,1,203,269,221.19
16393,3046.21,13,121,2,234.32
16394,1555.34,5,520,56,311.07
16395,1486.9,5,295,60,297.38
16398,1705.8,2,379,154,852.9
16399,406.77,2,123,19,203.38
16400,303.93,1,172,94,303.93
16401,4098.32,12,323,1,341.53
16402,299.6,2,74,264,149.8
16403,177.5,1,114,312,177.5
16404,443.05,1,157,70,443.05
16405,167.25,2,93,302,83.63
16406,163.07,1,122,18,163.07
16407,2126.93,10,112,12,212.69
16409,2028.88,5,261,36,405.78
16411,214.65,2,66,19,107.32
16412,151.83,1,73,53,151.83
16413,262.2,1,148,56,262.2
16414,126.25,2,13,21,63.12
16415,210.35,1,187,44,210.35
16416,1051.4,3,224,26,350.47
16418,675.27,3,96,44,225.09
16419,972.23,6,72,112,162.04
16422,34684.4,51,660,17,680.09
16423,346.12,1,230,24,346.12
16424,133.56,1,88,191,133.56
16425,302.7,1,199,302,302.7
16426,1908.25,10,124,2,190.82
16427,241.06,2,78,263,120.53
16429,284.55,1,9,106,284.55
16430,300.85,1,103,57,300.85
16431,642.81,3,151,213,214.27
16432,287.4,1,276,64,287.4
16433,184.26,1,106,28,184.26
16434,1522.25,7,109,29,217.46
16438,798.35,5,92,5,159.67
16440,3640.67,5,403,7,728.13
16441,381.2,2,86,67,190.6
16442,616.79,3,148,1,205.6
16444,654.67,4,101,46,163.67
16445,230.51,1,111,33,230.51
16446,168472.49,2,40498,0,84236.25
16447,259.01,1,223,135,259.01
16448,188.89,1,78,198,188.89
16449,707.69,2,183,197,353.85
16450,311.92,1,200,149,311.92
16451,266.97,1,120,87,266.97
16454,5.9,1,2,64,5.9
16455,1841.18,7,141,63,263.03
16456,2158.37,5,229,99,431.67
16457,208.36,1,140,218,208.36
16458,3482.74,18,119,2,193.49
16460,814.72,3,293,28,271.57
16461,151.42,1,49,177,151.42
16462,136,3,5,73,45.33
16463,1422.4,4,290,21,355.6
16464,1314.68,3,321,19,438.23
16466,1603.46,7,112,33,229.07
16468,74.9,1,31,74,74.9
16469,650.43,4,68,23,162.61
16470,762.39,4,132,51,190.6
16471,223.95,1,141,274,223.95
16473,316.11,3,65,164,105.37
16474,1871.34,7,134,7,267.33
16475,544.3,4,79,88,136.07
16477,2494.46,7,202,63,356.35
16478,331,3,74,25,110.33
16479,300.83,2,51,10,150.41
16480,769.29,1,455,75,769.29
16482,220.62,1,346,15,220.62
16483,139.35,1,44,192,139.35
16484,404.3,2,100,173,202.15
16485,363.65,1,235,77,363.65
16488,498.8,3,242,33,166.27
16491,731.5,1,478,46,731.5
16493,1351.63,4,291,79,337.91
16494,826.53,1,675,296,826.53
16495,684.41,3,112,3,228.14
16496,1599.52,3,370,8,533.17
16497,2965.69,6,232,49,494.28
16498,100.97,2,22,161,50.48
16499,365.45,2,63,360,182.73
16500,400.86,6,20,4,66.81
16503,1431.93,4,142,106,357.98
16504,484.38,1,524,25,484.38
16505,777.6,1,576,31,777.6
16506,90.3,2,21,19,45.15
16509,363.7,1,64,296,363.7
16510,248.1,1,92,372,248.1
16511,948.26,3,137,21,316.09
16513,874.59,4,101,4,218.65
16515,1627.13,5,166,52,325.43
16516,101.7,1,58,30,101.7
16517,162.7,1,96,277,162.7
16518,484.32,2,163,61,242.16
16519,212.98,2,26,25,106.49
16520,1046.57,3,186,186,348.86
16523,9418.47,21,203,1,448.5
16525,13027.45,26,284,2,501.06
16526,290.36,1,106,171,290.36
16527,228.06,1,106,81,228.06
16528,244.41,1,171,3,244.41
16529,455.25,1,198,190,455.25
16531,1244.59,7,130,22,177.8
16532,6748.8,3,672,17,2249.6
16533,1095.56,3,204,19,365.19
16535,593.75,1,356,5,593.75
16536,548.97,1,251,110,548.97
16539,1388.81,4,119,2,347.2
16542,119.62,1,46,53,119.62
16545,339.3,1,78,164,339.3
16546,787.15,2,274,290,393.57
16549,4154.64,10,236,10,415.46
16550,2298.97,5,308,108,459.79
16551,922.12,3,323,95,307.37
16552,379.73,2,109,242,189.87
16553,5719.82,12,383,163,476.65
16554,837.1,3,134,42,279.03
16555,285.89,2,87,35,142.94
16556,3313.79,7,270,66,473.4
16557,281.85,2,55,24,140.93
16558,8338.49,20,268,0,416.92
16560,841.41,2,250,26,420.7
16561,511.12,2,122,5,255.56
16563,1077.74,1,486,53,1077.74
16565,173.7,1,46,364,173.7
16566,614.66,5,72,15,122.93
16567,865.6,2,498,194,432.8
16569,124.2,1,93,3,124.2
16570,3738.4,10,211,15,373.84
16571,1421.69,3,413,26,473.9
16572,1009.6,3,177,127,336.53
16573,663.61,2,180,84,331.8
16574,451.44,1,416,71,451.44
16581,105.84,1,134,182,105.84
16582,313.62,1,164,113,313.62
16583,233.45,1,111,373,233.45
16584,936.08,2,323,80,468.04
16586,463.95,1,95,248,463.95
16587,225.15,1,71,232,225.15
16589,459.24,3,122,71,153.08
16591,213.5,1,41,68,213.5
16592,4113.68,16,182,4,257.1
16593,330.03,3,38,50,110.01
16594,181.09,1,64,75,181.09
16595,360.16,1,335,61,360.16
16596,250.15,2,48,15,125.07
16597,90.04,1,184,4,90.04
16598,145.05,1,73,285,145.05
16600,813.52,6,190,4,135.59
16601,243.63,1,131,40,243.63
16602,528.08,1,336,36,528.08
16603,482.47,2,240,74,241.23
16607,3347.71,14,204,17,239.12
16609,5493.46,7,345,15,784.78
16610,75.66,1,66,219,75.66
16611,129.49,1,47,186,129.49
16612,1187.66,4,126,32,296.91
16613,618.59,1,293,70,618.59
16614,506.19,1,223,182,506.19
16616,500.42,2,185,15,250.21
16617,151.85,1,91,235,151.85
16618,2647.59,5,272,31,529.52
16619,226.21,1,133,263,226.21
16620,178.96,2,44,3,89.48
16621,813.48,4,75,51,203.37
16623,129.45,1,39,245,129.45
16624,810.57,2,244,80,405.29
16625,333.08,1,164,274,333.08
16626,4413.1,17,158,0,259.59
16627,322.8,1,162,79,322.8
16628,2188.05,5,241,29,437.61
16629,417.73,2,246,73,208.86
16633,2883.1,6,189,17,480.52
16634,217.9,2,41,222,108.95
16637,1154.47,4,231,32,288.62
16638,1680.72,10,125,22,168.07
16639,1257.51,3,170,31,419.17
16641,231.1,1,256,105,231.1
16642,688.33,2,239,4,344.16
16643,487.51,1,269,245,487.51
16644,833.78,2,413,177,416.89
16647,214.06,2,73,169,107.03
16648,290.66,1,281,42,290.66
16650,518.42,1,372,71,518.42
16652,6773.97,7,469,58,967.71
16653,1212.66,2,366,16,606.33
16654,601.27,4,70,141,150.32
16655,3794.52,6,394,17,632.42
16656,8625.8,15,592,22,575.05
16657,933.62,4,307,9,233.4
16658,123.24,1,40,368,123.24
16659,39.12,1,72,189,39.12
16660,1267.65,4,142,16,316.91
16665,135.4,1,59,362,135.4
16666,118.98,1,233,19,118.98
16667,570.13,2,118,68,285.06
16668,306.72,6,53,15,51.12
16669,1370.47,2,439,23,685.23
16670,4095.9,11,232,16,372.35
16671,1692.27,3,291,28,564.09
16672,8134.94,20,141,2,406.75
16674,319.61,2,94,54,159.8
16676,1592.12,4,159,33,398.03
16678,3109.99,12,199,2,259.17
16679,129.75,1,29,366,129.75
16680,183.7,1,94,43,183.7
16681,1770.34,6,234,72,295.06
16682,1028,5,208,4,205.6
16684,66653.56,28,1794,4,2380.48
16685,324.24,2,198,61,162.12
16686,3062.83,7,290,47,437.55
16688,1260.86,4,201,1,315.21
16689,422.6,2,165,75,211.3
16690,225.58,2,69,72,112.79
16692,1126,2,75,256,563
16693,482.01,2,102,68,241
16696,657.9,4,36,135,164.47
16697,112.75,1,27,241,112.75
16698,1998,2,420,226,999
16700,5076.55,13,309,8,390.5
16701,5398.3,13,491,8,415.25
16705,14034.99,20,273,0,701.75
16706,531.35,3,83,37,177.12
16708,656.63,1,285,45,656.63
16709,3029.87,5,170,84,605.97
16710,2483.04,10,183,19,248.3
16711,1651.03,5,166,3,330.21
16712,3637.78,11,158,9,330.71
16713,6923.13,15,285,18,461.54
16714,1146.53,2,304,317,573.26
16715,301.72,1,642,78,301.72
16716,901.2,2,60,266,450.6
16717,3858.38,6,311,23,643.06
16718,623.75,1,413,369,623.75
16719,1790.42,7,172,14,255.77
16720,155.24,1,182,26,155.24
16721,292.47,1,172,262,292.47
16722,4730.81,13,384,17,363.91
16723,589.15,2,199,91,294.57
16725,779.57,6,48,302,129.93
16726,1382.02,5,195,26,276.4
16727,272.82,1,177,364,272.82
16728,1054.67,4,169,46,263.67
16729,7236.6,21,275,38,344.6
16730,743.11,3,331,52,247.7
16732,603.75,1,317,31,603.75
16734,650.51,3,115,52,216.84
16735,2300.56,5,314,78,460.11
16737,417.6,1,288,53,417.6
16738,3.75,1,3,297,3.75
16739,323,1,172,176,323
16743,2238.09,7,292,29,319.73
